Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_1_crop,0.6941
Horse_2_crop,Horse_2_crop,0.6724
Horse_3_crop,Horse_3_crop,0.6812
Horse_4_crop,Horse_4_crop,0.6814
Horse_5_crop,Horse_5_crop,0.6650
Horse_6_crop,Horse_6_crop,0.6438
Horse_7_crop,Horse_7_crop,0.6657
