Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_1_crop,0.7282
Horse_2_crop,Horse_2_crop,0.7105
Horse_3_crop,Horse_3_crop,0.7175
Horse_4_crop,Horse_4_crop,0.7168
Horse_5_crop,Horse_5_crop,0.7087
Horse_6_crop,Horse_6_crop,0.7112
Horse_7_crop,Horse_7_crop,0.7156
