Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_1_crop,0.6606
Horse_2_crop,Horse_2_crop,0.6373
Horse_3_crop,Horse_3_crop,0.6415
Horse_4_crop,Horse_4_crop,0.6516
Horse_5_crop,Horse_5_crop,0.6374
Horse_6_crop,Horse_6_crop,0.6054
Horse_7_crop,Horse_7_crop,0.6491
