Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_1_crop,0.8212
Horse_2_crop,Horse_2_crop,0.8390
Horse_3_crop,Horse_3_crop,0.8117
Horse_4_crop,Horse_4_crop,0.8459
Horse_5_crop,Horse_5_crop,0.8059
Horse_6_crop,Horse_6_crop,0.8199
Horse_7_crop,Horse_7_crop,0.8551
