Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_1_crop,0.6615
Horse_2_crop,Horse_2_crop,0.6366
Horse_3_crop,Horse_3_crop,0.6424
Horse_4_crop,Horse_4_crop,0.6526
Horse_5_crop,Horse_5_crop,0.6385
Horse_6_crop,Horse_6_crop,0.6053
Horse_7_crop,Horse_7_crop,0.6508
