Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_1_crop,0.7543
Horse_2_crop,Horse_2_crop,0.7134
Horse_3_crop,Horse_3_crop,0.7250
Horse_4_crop,Horse_4_crop,0.7397
Horse_5_crop,Horse_5_crop,0.7275
Horse_6_crop,Horse_6_crop,0.7180
Horse_7_crop,Horse_7_crop,0.7309
