Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_1_crop,0.6866
Horse_2_crop,Horse_2_crop,0.6418
Horse_3_crop,Horse_3_crop,0.6404
Horse_4_crop,Horse_4_crop,0.6725
Horse_5_crop,Horse_5_crop,0.6459
Horse_6_crop,Horse_6_crop,0.6302
Horse_7_crop,Horse_7_crop,0.6589
