Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_1_crop,0.7428
Horse_2_crop,Horse_2_crop,0.7027
Horse_3_crop,Horse_3_crop,0.7097
Horse_4_crop,Horse_4_crop,0.7296
Horse_5_crop,Horse_5_crop,0.7170
Horse_6_crop,Horse_6_crop,0.7035
Horse_7_crop,Horse_7_crop,0.7187
