Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_1_crop,0.8566
Horse_2_crop,Horse_4_crop,0.8561
Horse_3_crop,Horse_3_crop,0.8788
Horse_4_crop,Horse_2_crop,0.8424
Horse_5_crop,Horse_5_crop,0.8412
Horse_6_crop,Horse_6_crop,0.8569
Horse_7_crop,Horse_7_crop,0.8460
