Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_1_crop,0.7726
Horse_2_crop,Horse_2_crop,0.7278
Horse_3_crop,Horse_3_crop,0.7475
Horse_4_crop,Horse_4_crop,0.7544
Horse_5_crop,Horse_5_crop,0.7421
Horse_6_crop,Horse_6_crop,0.7378
Horse_7_crop,Horse_7_crop,0.7481
