Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_1_crop,0.7080
Horse_2_crop,Horse_5_crop,0.6515
Horse_3_crop,Horse_3_crop,0.7437
Horse_4_crop,Horse_4_crop,0.7044
Horse_5_crop,Horse_2_crop,0.7265
Horse_6_crop,Horse_6_crop,0.5874
Horse_7_crop,Horse_7_crop,0.7041
