Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_1_crop,0.6638
Horse_2_crop,Horse_7_crop,0.6409
Horse_3_crop,Horse_5_crop,0.6163
Horse_4_crop,Horse_4_crop,0.6647
Horse_5_crop,Horse_6_crop,0.5732
Horse_6_crop,Horse_2_crop,0.6501
Horse_7_crop,Horse_3_crop,0.6071
