Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_1_crop,0.7945
Horse_2_crop,Horse_4_crop,0.7649
Horse_3_crop,Horse_3_crop,0.7865
Horse_4_crop,Horse_2_crop,0.7937
Horse_5_crop,Horse_5_crop,0.7976
Horse_6_crop,Horse_6_crop,0.7530
Horse_7_crop,Horse_7_crop,0.7959
