Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_2_crop,0.7256
Horse_2_crop,Horse_6_crop,0.6398
Horse_3_crop,Horse_3_crop,0.6855
Horse_4_crop,Horse_4_crop,0.7205
Horse_5_crop,Horse_5_crop,0.6741
Horse_6_crop,Horse_1_crop,0.6819
Horse_7_crop,Horse_7_crop,0.6907
