Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_4_crop,0.7478
Horse_2_crop,Horse_1_crop,0.7173
Horse_3_crop,Horse_3_crop,0.7170
Horse_4_crop,Horse_2_crop,0.7412
Horse_5_crop,Horse_5_crop,0.7042
Horse_6_crop,Horse_6_crop,0.6983
Horse_7_crop,Horse_7_crop,0.7384
