Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_4_crop,0.6807
Horse_2_crop,Horse_7_crop,0.6407
Horse_3_crop,Horse_3_crop,0.6118
Horse_4_crop,Horse_1_crop,0.6698
Horse_5_crop,Horse_5_crop,0.6220
Horse_6_crop,Horse_6_crop,0.6050
Horse_7_crop,Horse_2_crop,0.6405
