Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_4_crop,0.7288
Horse_2_crop,Horse_7_crop,0.6628
Horse_3_crop,Horse_3_crop,0.6774
Horse_4_crop,Horse_2_crop,0.7141
Horse_5_crop,Horse_5_crop,0.6260
Horse_6_crop,Horse_1_crop,0.6928
Horse_7_crop,Horse_6_crop,0.5698
