Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_1_crop,0.8450
Horse_2_crop,Horse_2_crop,0.8425
Horse_3_crop,Horse_3_crop,0.8245
Horse_4_crop,Horse_4_crop,0.8565
Horse_5_crop,Horse_5_crop,0.8037
Horse_6_crop,Horse_6_crop,0.7974
Horse_7_crop,Horse_7_crop,0.8275
