Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_4_crop,0.7361
Horse_2_crop,Horse_1_crop,0.7002
Horse_3_crop,Horse_3_crop,0.6974
Horse_4_crop,Horse_2_crop,0.7259
Horse_5_crop,Horse_5_crop,0.6875
Horse_6_crop,Horse_6_crop,0.6765
Horse_7_crop,Horse_7_crop,0.7185
