Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_1_crop,0.6367
Horse_2_crop,Horse_2_crop,0.6125
Horse_3_crop,Horse_3_crop,0.6197
Horse_4_crop,Horse_4_crop,0.6296
Horse_5_crop,Horse_5_crop,0.6129
Horse_6_crop,Horse_6_crop,0.6453
Horse_7_crop,Horse_7_crop,0.6299
