Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_1_crop,0.6382
Horse_2_crop,Horse_2_crop,0.6143
Horse_3_crop,Horse_3_crop,0.6216
Horse_4_crop,Horse_4_crop,0.6317
Horse_5_crop,Horse_5_crop,0.6153
Horse_6_crop,Horse_6_crop,0.6470
Horse_7_crop,Horse_7_crop,0.6318
