Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_6_crop,0.6359
Horse_2_crop,Horse_1_crop,0.6446
Horse_3_crop,Horse_3_crop,0.6206
Horse_4_crop,Horse_2_crop,0.6141
Horse_5_crop,Horse_5_crop,0.6144
Horse_6_crop,Horse_4_crop,0.6382
Horse_7_crop,Horse_7_crop,0.6309
