Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_1_crop,0.7503
Horse_2_crop,Horse_2_crop,0.7255
Horse_3_crop,Horse_3_crop,0.7407
Horse_4_crop,Horse_4_crop,0.7466
Horse_5_crop,Horse_5_crop,0.7305
Horse_6_crop,Horse_6_crop,0.7197
Horse_7_crop,Horse_7_crop,0.7435
