Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_1_crop,0.6916
Horse_2_crop,Horse_2_crop,0.6629
Horse_3_crop,Horse_3_crop,0.6696
Horse_4_crop,Horse_4_crop,0.6904
Horse_5_crop,Horse_5_crop,0.6620
Horse_6_crop,Horse_6_crop,0.6476
Horse_7_crop,Horse_7_crop,0.6752
