Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_1_crop,0.7184
Horse_2_crop,Horse_4_crop,0.7159
Horse_3_crop,Horse_3_crop,0.7020
Horse_4_crop,Horse_2_crop,0.7199
Horse_5_crop,Horse_5_crop,0.6884
Horse_6_crop,Horse_6_crop,0.6738
Horse_7_crop,Horse_7_crop,0.7198
