Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_2_crop,0.6476
Horse_2_crop,Horse_4_crop,0.6407
Horse_3_crop,Horse_3_crop,0.5883
Horse_4_crop,Horse_1_crop,0.6417
Horse_5_crop,Horse_5_crop,0.5853
Horse_6_crop,Horse_6_crop,0.5749
Horse_7_crop,Horse_7_crop,0.5924
