Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_2_crop,0.6879
Horse_2_crop,Horse_6_crop,0.6034
Horse_3_crop,Horse_3_crop,0.6524
Horse_4_crop,Horse_4_crop,0.6986
Horse_5_crop,Horse_5_crop,0.6447
Horse_6_crop,Horse_1_crop,0.6912
Horse_7_crop,Horse_7_crop,0.6683
