Reference Horse,Comparison Horse,Score
Horse_1_crop,Horse_4_crop,0.6499
Horse_2_crop,Horse_2_crop,0.6108
Horse_3_crop,Horse_3_crop,0.5921
Horse_4_crop,Horse_1_crop,0.6372
Horse_5_crop,Horse_5_crop,0.5887
Horse_6_crop,Horse_6_crop,0.5763
Horse_7_crop,Horse_7_crop,0.6056
